group_uid,group_url,found_via,group_type_manual,london_wide,sub_london,borough_name,ward_gss,lat_long_google_maps,osm_ids_merged,large_object_osm_id,place_name_manual,recoded,fb_group_name,fb_description,fb_privacy,fb_found,creation_year,creation_yymm,creation_date,fb_place,fb_group_type,stats_collection_date,members_n,lastmonth_posts,dailyposts,group_rules_str,posts_per_member,size,activity_level,posts_per_1kmember,activity_per_user_level,geoscale_l2,geoscale,geoscale_level,geoscale_type
1639515876290685,https://www.facebook.com/groups/1639515876290685/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Wandsworth,,,21315206,relation/2841550,Wandsworth,TRUE,Wandsworth Common Dogs,For all dog walkers on Wandsworth Common,Private,TRUE,2015,2015-09,2015-09-20T00:00:00Z,no place,General,2022-09-26,1344,61,3,"Wandsworth Common Dogs	About this group	For all dog walkers on Wandsworth Common	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 20 September 2015	 	See More	Members 	 	 · 	1.3K	no admin	Activity	3	 new posts today	61	 in the last month	1,344 total members	No new members in the last week	Created on 	7 years ago",0.045,small,medium,45.3869047619048,medium,5_park,5_park,5,park
1639515876290685,https://www.facebook.com/groups/1639515876290685/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Wandsworth,,,21315206,relation/2841550,Wandsworth,TRUE,Wandsworth Common Dogs,For all dog walkers on Wandsworth Common,Private,TRUE,2015,2015-09,2015-09-20T00:00:00Z,no place,General,2022-09-26,1344,61,3,"Wandsworth Common Dogs	About this group	For all dog walkers on Wandsworth Common	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 20 September 2015	 	See More	Members 	 	 · 	1.3K	no admin	Activity	3	 new posts today	61	 in the last month	1,344 total members	No new members in the last week	Created on 	7 years ago",0.045,small,medium,45.3869047619048,medium,town,3_suburb,3,suburb
1669564669933551,https://en-gb.facebook.com/groups/1669564669933551; https://www.facebook.com/groups/1669564669933551/,facebook_search_manual,"animal focused (inc lost & found, dog walking groups)",FALSE,,Merton,,,,,[borough],FALSE,Merton Dog Watch,"A community group for dog owners and lovers in the Merton area. A place to share details on lost, found and stolen dogs, or any suspicious activ	…	 	See more",Public,TRUE,2015,2015-05,2015-05-29T00:00:00Z,no place,General,2022-09-26,3001,52,0,1	Be kind and courteous	2	No promotions or spam	3	No Blocking Admins	4	unavailable content	5	No swearing.,0.017,medium,medium,17.3275574808397,medium,2_borough,2_borough,2,borough
1673634466201652,https://www.facebook.com/groups/1673634466201652/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Merton,,,423749783,relation/4285108,Wimbledon,TRUE,Wimbledon Common Dog Community,no description,Private,TRUE,2015,2015-09,2015-09-04T00:00:00Z,"London, United Kingdom",General,2022-09-26,1305,44,0,1	Be kind and courteous	2	No hate speech or bullying	3	Respect everyone's privacy	4	Report posts that break the group rules.	5	Talk to the admin team	6	Please don’t post graphic injury/violence pictures	7	Use the search option	8	The only spam we like involves cute animal pics!	9	No selling puppies/dogs on this page.,0.034,small,medium,33.7164750957854,medium,5_park,5_park,5,park
1673634466201652,https://www.facebook.com/groups/1673634466201652/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Merton,,,423749783,relation/4285108,Wimbledon,TRUE,Wimbledon Common Dog Community,no description,Private,TRUE,2015,2015-09,2015-09-04T00:00:00Z,"London, United Kingdom",General,2022-09-26,1305,44,0,1	Be kind and courteous	2	No hate speech or bullying	3	Respect everyone's privacy	4	Report posts that break the group rules.	5	Talk to the admin team	6	Please don’t post graphic injury/violence pictures	7	Use the search option	8	The only spam we like involves cute animal pics!	9	No selling puppies/dogs on this page.,0.034,small,medium,33.7164750957854,medium,town,3_suburb,3,suburb
174646889755003,https://www.facebook.com/groups/174646889755003,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Barking and Dagenham,,,596796167; 27380330,,,TRUE,Scruffy's Angels - Lost and Found Dogs Dagenham & Romford,"Helping lost and found Dogs in the Dagenham, Romford and Surrounding areas. 	Our volunteers help owners by postering, searching, sharing, advising general information as well as scanning lost and found dogs for a microchip.	For Lost and Found Cats please head over to Scruffy's Angels Lost & Found Cats fb page. 	See less",Public,TRUE,2017,2017-10,2017-10-13T00:00:00Z,"Dagenham, United Kingdom",General,2022-09-26,12587,84,4,1	Be kind and courteous	2	Respect everyone's privacy	3	No hate speech or bullying	4	No selling or rehoming animals,0.007,large,medium,6.67355207754032,low,town,3_suburb,3,suburb
1876896262533832,https://en-gb.facebook.com/groups/1876896262533832; https://www.facebook.com/groups/1876896262533832/,facebook_search_manual,"animal focused (inc lost & found, dog walking groups)",FALSE,,Bromley,,,106227330,,West Wickham,FALSE,Help 4 Animals and Wildlife in West Wickham and Surrounding Areas,"Welcome to this group. This group is for all who are interested in animals and wildlife in our local area of West Wickham, Beckenham, Elmers End	…	 	See more",Public,TRUE,2016,2016-11,2016-11-14T00:00:00Z,"West Wickham, Bromley, United Kingdom",General,2022-09-26,1958,63,4,"Help 4 Animals and Wildlife in West Wickham and Surrounding Areas	About this group	Welcome to this group. This group is for all who are interested in animals and wildlife in our local area of West Wickham, Beckenham, Elmers End	…	 	See more	Public	Anyone can see group content and who follows the group.	Visible	Anyone can find this group.	West Wickham, Bromley, United Kingdom	General	History	Group created on 14 November 2016. Name last changed on 11 April 2017.	 	See More	Members 	 	 · 	2.0K	Karin	 is an admin.	Activity	4	 new posts today	63	 in the last month	1,958 total followers	No new followers in the last week	Created on 	5 years ago",0.032,small,medium,32.1756894790603,medium,suburb,3_suburb,3,suburb
190323491521599,https://www.facebook.com/groups/190323491521599/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Ealing,,,27535022; 3207844620; 3207873659; 2325649033; 27365506; 27535022,,Greenford,TRUE,Lost & Found Pets Greenford Hillingdon Northolt Hayes Ealing,This group has been opened up for lost and found pets no sales no rehoming 😸🐶,Public,TRUE,2017,2017-12,2017-12-20T00:00:00Z,no place,General,2022-09-26,2176,117,0,1	Be kind and courteous	2	No hate speech or bullying	3	Respect everyone's privacy,0.054,small,medium,53.7683823529412,high,town,3_suburb,3,suburb
207212273955284,https://www.facebook.com/groups/207212273955284/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Bromley,,,27485887,,Orpington,FALSE,"Orpington & Surrounding Areas Stolen, Missing & Lost Dogs",This group supports owners of missing and stolen dogs in the Orpington and surrounding areas.,Public,TRUE,2020,2020-03,2020-03-21T00:00:00Z,no place,General,2022-09-26,1485,16,0,"Orpington & Surrounding Areas Stolen, Missing & Lost Dogs	About this group	This group supports owners of missing and stolen dogs in the Orpington and surrounding areas.	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 21 March 2020. Name last changed on 6 April 2020.	 	See More	Members 	 	 · 	1.5K	Donna	 and 5 other members are admins.	Activity	No new posts today	16	 in the last month	1,485 total members	No new members in the last week	Created on 	2 years ago",0.011,small,low,10.7744107744108,medium,town,3_suburb,3,suburb
221976427979093,https://en-gb.facebook.com/groups/221976427979093; https://www.facebook.com/groups/221976427979093/,facebook_search_manual,"animal focused (inc lost & found, dog walking groups)",FALSE,,Lambeth,,,21521238,way/4898913,Streatham,FALSE,Streatham Common & Norwood Grove Furry Clan,"hey folks, thought this might be a giggle to create this page, want lots of pics please, only invite friends who are pets of the dogs that have 	…	 	See more",Private,TRUE,2013,2013-10,2013-10-26T00:00:00Z,"London, United Kingdom",General,2022-09-26,1581,89,2,"Streatham Common & Norwood Grove Furry Clan	About this group	hey folks, thought this might be a giggle to create this page, want lots of pics please, only invite friends who are pets of the dogs that have 	…	 	See more	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	London, United Kingdom	General	History	Group created on 26 October 2013. Name last changed on 27 March 2021.	 	See More	Members 	 	 · 	1.6K	no admin	Activity	2	 new posts today	89	 in the last month	1,581 total members	No new members in the last week	Created on 	8 years ago",0.056,small,medium,56.2934851359899,high,5_park,5_park,5,park
221976427979093,https://en-gb.facebook.com/groups/221976427979093; https://www.facebook.com/groups/221976427979093/,facebook_search_manual,"animal focused (inc lost & found, dog walking groups)",FALSE,,Lambeth,,,21521238,way/4898913,Streatham,FALSE,Streatham Common & Norwood Grove Furry Clan,"hey folks, thought this might be a giggle to create this page, want lots of pics please, only invite friends who are pets of the dogs that have 	…	 	See more",Private,TRUE,2013,2013-10,2013-10-26T00:00:00Z,"London, United Kingdom",General,2022-09-26,1581,89,2,"Streatham Common & Norwood Grove Furry Clan	About this group	hey folks, thought this might be a giggle to create this page, want lots of pics please, only invite friends who are pets of the dogs that have 	…	 	See more	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	London, United Kingdom	General	History	Group created on 26 October 2013. Name last changed on 27 March 2021.	 	See More	Members 	 	 · 	1.6K	no admin	Activity	2	 new posts today	89	 in the last month	1,581 total members	No new members in the last week	Created on 	8 years ago",0.056,small,medium,56.2934851359899,high,town,3_suburb,3,suburb
494917097592832,https://www.facebook.com/groups/494917097592832/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Bromley,,,123921330,,Beckenham,FALSE,Beckenham Cat Appreciation Group (BAGpuss),Appreciation for our Beckenham Cats (in association with the Beckenham Appreciation Group and the Beckenham Dog Appreciation Group).	While the 	…	 	See more,Private,TRUE,2018,2018-06,2018-06-16T00:00:00Z,"Beckenham, Bromley, United Kingdom",General,2022-09-26,1741,280,11,"Beckenham Cat Appreciation Group (BAGpuss)	About this group	Appreciation for our Beckenham Cats (in association with the Beckenham Appreciation Group and the Beckenham Dog Appreciation Group).	While the 	…	 	See more	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	Beckenham, Bromley, United Kingdom	General	History	Group created on 16 June 2018. Name last changed on 28 October 2020.	 	See More	Members 	 	 · 	1.7K	no admin	Activity	11	 new posts today	280	 in the last month	1,741 total members	No new members in the last week	Created on 	4 years ago",0.161,small,medium,160.82711085583,high,suburb,3_suburb,3,suburb
523544627724409,https://www.facebook.com/groups/523544627724409/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Newham,,,,,[borough],FALSE,Pets lost and found in newham and surrounding areas,this group is to advertise animals lost and found in newham and surrounding areas only please.	any advertising of business or selling of anything the member will be removed.	IN the event of finding a stray animal it is law to report to the local council warden within 24 hours of the finding or face possible prosecution. x 	See less,Public,TRUE,2013,2013-08,2013-08-07T00:00:00Z,"London, United Kingdom",General,2022-09-26,3504,143,4,1	Be kind and courteous	2	No promotions or spam,0.041,medium,medium,40.810502283105,medium,2_borough,2_borough,2,borough
540820562684293,https://en-gb.facebook.com/groups/540820562684293; https://www.facebook.com/groups/540820562684293/,facebook_search_manual,"animal focused (inc lost & found, dog walking groups)",FALSE,,Bromley,,,2595103132; 27485887; 2595103132,,Petts Wood,TRUE,"Pets Lost And Found in Petts Wood, Orpington And Surrounding Areas.","This group is for reporting lost, stolen or/and found Pets in Petts Wood, Orpington and Surrounding Area's! 	If the animal has a tag and phone 	…	 	See more",Public,TRUE,2014,2014-08,2014-08-29T00:00:00Z,"Orpington, Bromley, United Kingdom",General,2022-09-26,2349,75,0,1	Be kind and courteous	2	Respect everyone's privacy,0.032,small,medium,31.9284802043423,medium,town,3_suburb,3,suburb
547152072156957,https://www.facebook.com/groups/547152072156957/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Hillingdon,,,,,[borough],FALSE,NEW  Lost & Found Pets in Hillingdon & surrounding areas,Welcome to our NEW Hillingdon Lost & Found Pets group.	This alternative group has been set up solely to help reunite lost and found pets in Hill	…	 	See more,Public,TRUE,2016,2016-10,2016-10-02T00:00:00Z,no place,General,2022-09-26,4781,175,3,"NEW  Lost & Found Pets in Hillingdon & surrounding areas	About this group	Welcome to our NEW Hillingdon Lost & Found Pets group.	This alternative group has been set up solely to help reunite lost and found pets in Hill	…	 	See more	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 2 October 2016. Name last changed on 26 December 2017.	 	See More	Members 	 	 · 	4.8K	Jackie	 and 6 other members are admins. 	Amanda	 is a moderator.	Activity	3	 new posts today	175	 in the last month	4,781 total members	No new members in the last week	Created on 	5 years ago",0.037,medium,medium,36.6032210834553,medium,2_borough,2_borough,2,borough
566876416785341,https://en-gb.facebook.com/groups/566876416785341; https://www.facebook.com/groups/566876416785341/,facebook_search_manual,"animal focused (inc lost & found, dog walking groups)",FALSE,,Kingston upon Thames,,,,,[borough],TRUE,"Missing Pets Kingston, New Malden, Surbiton, Tolworth, Chessington",NO ADVERTISING OR REHOMING THIS GROUP IS PURELY FOR MISSING PETS UNLESS ADMIN APPROVED 	Please post any lost or found pets on this page and help reunite them with their families within the local borough of Kingston upon Thames 	 	See less,Public,TRUE,2015,2015-05,2015-05-08T00:00:00Z,Royal Borough of Kingston upon Thames,General,2022-09-26,2202,78,2,"Missing Pets Kingston, New Malden, Surbiton, Tolworth, Chessington	About this group	NO ADVERTISING OR REHOMING THIS GROUP IS PURELY FOR MISSING PETS UNLESS ADMIN APPROVED 	Please post any lost or found pets on this page and help reunite them with their families within the local borough of Kingston upon Thames 	 	See less	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	Royal Borough of Kingston upon Thames	General	History	Group created on 8 May 2015	 	See More	Members 	 	 · 	2.2K	Jen	 is an admin.	Activity	2	 new posts today	78	 in the last month	2,202 total members	No new members in the last week	Created on 	7 years ago	Group rules from the admin	1	No promotions or spam	2	Be kind and courteous	3	No advertising animals	4	Out of area	5	Too many duplicate posts	6	Please remember this is a lost and found group...",0.035,small,medium,35.4223433242507,medium,2_borough,2_borough,2,borough
577656772389555,https://www.facebook.com/groups/577656772389555/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Waltham Forest,,,,,[borough],FALSE,WALTHAM FOREST CATS,Homing local cats rescued by Waltham Forest Cats. Home checks required and fees apply	All cats homed will be neutered / micro chipped / flea & w	…	 	See more,Private,TRUE,2015,2015-12,2015-12-29T00:00:00Z,no place,General,2022-09-26,1295,8,0,"WALTHAM FOREST CATS	About this group	Homing local cats rescued by Waltham Forest Cats. Home checks required and fees apply	All cats homed will be neutered / micro chipped / flea & w	…	 	See more	Private	Only members can see who's in the group and what they post.	Visible	Anyone can find this group.	no place	General	History	Group created on 29 December 2015	 	See More	Members 	 	 · 	1.3K	no admin	Activity	No new posts today	8	 in the last month	1,295 total members	No new members in the last week	Created on 	6 years ago",0.006,small,low,6.17760617760618,low,2_borough,2_borough,2,borough
584026115072432,https://www.facebook.com/groups/584026115072432/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Harrow,,,27365511; 2298727211; 27365507; 27365511,,Pinner,TRUE,"Lost and Found Pinner,Eastcote,Ruislip & surrounding areas","This group has been set up to help reunite people with lost items and creatures. The group is aimed at people in Pinner, Eastcote, Ruislip and nearby surrounding areas. 	 	See less",Public,TRUE,2015,2015-06,2015-06-24T00:00:00Z,Pinner,General,2022-09-26,1913,32,0,1	No promotions or spam	2	All submissions to be kept within the local area.	3	Please keep posts to the 'Lost & Found' ethos only,0.017,small,medium,16.7276529012023,medium,neighbourhood,4_neighbourhood,4,neighbourhood
675412695919246,https://www.facebook.com/groups/675412695919246/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Haringey,,,27364687,,Crouch End,FALSE,Crouch End Cat Appreciation Society,"A group created for all things cats, we don't allow selling, breeders or rehoming unless admin approved and a strict homecheck is needed.  Pleas	…	 	See more",Private,TRUE,2015,2015-04,2015-04-13T00:00:00Z,Crouch End,General,2022-09-26,2564,58,4,1	We are not a selling or rehoming site	2	Drugs	3	No promotions or spam,0.023,small,medium,22.6209048361934,medium,suburb,3_suburb,3,suburb
780548178692354,https://www.facebook.com/groups/780548178692354/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Bromley,,,,,[borough],FALSE,Dog owners around Bromley Beckenham Orpington West Wickham Kent,"A group for local dog owners to maybe arrange local walks, or find a local dog service. Most posts go, we will remove any abusive posts if we see them or they are reported to us. 	 	See less",Public,TRUE,2015,2015-01,2015-01-09T00:00:00Z,"Bromley, Bromley, United Kingdom	 	 · 	West Wickham, Bromley, United Kingdom	 	 · 	Bickley, Bromley, United Kingdom",General,2022-09-26,1751,90,0,"Dog owners around Bromley Beckenham Orpington West Wickham Kent	About this group	A group for local dog owners to maybe arrange local walks, or find a local dog service. Most posts go, we will remove any abusive posts if we see them or they are reported to us. 	 	See less	Public	Anyone can see who's in the group and what they post.	Visible	Anyone can find this group.	Bromley, Bromley, United Kingdom	 	 · 	West Wickham, Bromley, United Kingdom	 	 · 	Bickley, Bromley, United Kingdom	General	History	Group created on 9 January 2015. Name last changed on 10 June 2017.	 	See More	Members 	 	 · 	1.8K	Karen	 is an admin.	Activity	No new posts today	90	 in the last month	1,751 total members	No new members in the last week	Created on 	7 years ago	Group rules from the admin	1	Dog related posts only	2	Be kind and courteous	3	Missing/Found dogs	4	Advertising	5	Respect admin",0.051,small,medium,51.3992004568818,high,2_borough,2_borough,2,borough
826858380760006,https://www.facebook.com/groups/826858380760006/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Wandsworth,,,4001592824,relation/4509080,Tooting,TRUE,Dogs of Tooting Common,"This is a group for dog owners and walkers who use Tooting Common. This a place where we can share information about all things dog. Health tips, training tips, places to avoid or if you just want to share photo's of our 4 legged friends then please join and enjoy the group.	 	See less",Private,TRUE,2015,2015-07,2015-07-21T00:00:00Z,no place,General,2022-09-26,3557,181,3,1	Be kind and courteous	2	No hate speech or bullying	3	No promotions or spam unless it’s the 1st	4	Respect everyone's privacy	5	No Dog trading or breeding hook ups.	6	No blocking admins.	7	No witch-hunts against fellow members.,0.051,medium,medium,50.8855777340455,high,5_park,5_park,5,park
826858380760006,https://www.facebook.com/groups/826858380760006/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Wandsworth,,,4001592824,relation/4509080,Tooting,TRUE,Dogs of Tooting Common,"This is a group for dog owners and walkers who use Tooting Common. This a place where we can share information about all things dog. Health tips, training tips, places to avoid or if you just want to share photo's of our 4 legged friends then please join and enjoy the group.	 	See less",Private,TRUE,2015,2015-07,2015-07-21T00:00:00Z,no place,General,2022-09-26,3557,181,3,1	Be kind and courteous	2	No hate speech or bullying	3	No promotions or spam unless it’s the 1st	4	Respect everyone's privacy	5	No Dog trading or breeding hook ups.	6	No blocking admins.	7	No witch-hunts against fellow members.,0.051,medium,medium,50.8855777340455,high,town,3_suburb,3,suburb
936544246417713,https://www.facebook.com/groups/936544246417713/,google_search,"animal focused (inc lost & found, dog walking groups)",FALSE,,Bexley,,,5186640030,,Crayford,FALSE,Lost and found cats & dogs in Crayford and Dartford,"A group to share news of any lost, stolen, and found cats and dogs (and other furries) in the Crayford and Dartford area, Kent. Knowledge is power, so please share it and let's get our lovely furbabies reunited. 	 	See less",Public,TRUE,2015,2015-08,2015-08-18T00:00:00Z,Dartford,General,2022-09-26,1920,44,4,1	No hate speech or bullying	2	Be kind and courteous	3	No promotions or spam	4	No adverts,0.023,small,medium,22.9166666666667,medium,suburb,3_suburb,3,suburb
